KEY,IR,GDP,UR,CPI,NFP,NHS,CU,CCI,NAPM,UNL,RS
199909,4.75,9854.8273333333,4.2,167.8,129796,826,81,101.7586,57,89.241,14
199910,4.75,9926.101,4.1,168.1,130190,872,81.8,101.8913,57.2,89.339,14
199911,4.86,9961.0776666667,4.1,168.4,130479,863,81.9,101.8814,58.1,90.5076666667,12
199912,5,9996.0543333333,4,168.8,130789,873,82.2,101.8583,57.8,91.6763333333,14
200001,5,10031.031,4,169.3,131007,873,82,101.899,56.7,92.845,13
200002,5.24,10113.4673333333,4.1,170,131138,856,81.9,101.978,55.8,92.311,11
200003,5.34,10195.9036666667,4,171,131605,900,82,102.0638,54.9,91.777,14
200004,5.5,10278.34,3.8,170.9,131898,841,82.3,102.1131,54.7,91.243,13
200005,5.71,10304.7083333333,4,171.2,132117,857,82.2,102.0212,53.2,91.8473333333,11
200006,6,10331.0766666667,4,172.2,132081,793,82,101.9382,51.4,92.4516666667,13
200007,6,10357.445,4,172.7,132254,887,81.6,101.8677,52.5,93.056,14
200008,6,10395.725,4.1,172.7,132239,848,81.1,101.8774,49.9,92.923,11
200009,6,10434.005,3.9,173.6,132383,912,81.1,101.9237,49.7,92.79,14
200010,6,10472.285,3.9,173.9,132368,933,80.6,101.9689,48.7,92.657,13
200011,6,10484.2303333333,3.9,174.2,132590,880,80.4,101.8718,48.5,93.5183333333,14
200012,6,10496.1756666667,3.9,174.6,132727,983,79.9,101.7072,43.9,94.3796666667,13
200101,5.52,10508.121,4.2,175.6,132702,936,79.1,101.4343,42.3,95.241,12
200102,5,10551.542,4.2,176,132776,963,78.4,101.1338,42.1,94.8533333333,13
200103,4.81,10594.963,4.3,176.1,132748,939,78,100.8611,43.1,94.4656666667,13
200104,4.28,10638.384,4.4,176.4,132469,909,77.6,100.6908,42.7,94.078,12
200105,3.73,10638.7513333333,4.3,177.3,132428,885,76.8,100.6149,41.3,93.9566666667,11
200106,3.47,10639.1186666667,4.5,177.7,132307,882,76.2,100.4941,43.2,93.8353333333,13
200107,3.25,10639.486,4.6,177.4,132199,880,75.5,100.3069,43.5,93.714,13
200108,3.16,10660.0963333333,4.9,177.4,132053,866,75.2,99.9966,46.3,93.5503333333,14
200109,2.77,10680.7066666667,5,178.1,131803,853,74.8,99.7313,46.2,93.3866666667,14
200110,2.02,10701.317,5.3,177.6,131475,871,74.3,99.51125,40.8,93.223,12
200111,1.58,10745.693,5.5,177.5,131178,924,73.8,99.54347,44.1,92.7746666667,14
200112,1.33,10790.069,5.7,177.4,131001,979,73.7,99.87735,45.3,92.3263333333,13
200201,1.25,10834.445,5.7,177.7,130852,880,74,100.2902,47.5,91.878,15
200202,1.25,10867.8806666667,5.7,178,130724,948,73.9,100.556,50.7,92.056,13
200203,1.25,10901.3163333333,5.7,178.5,130707,923,74.4,100.6452,52.4,92.234,13
200204,1.25,10934.752,5.9,179.3,130624,936,74.6,100.5585,52.4,92.412,12
200205,1.25,10968.8536666667,5.8,179.5,130641,978,74.9,100.3756,53.1,92.299,14
200206,1.25,11002.9553333333,5.8,179.6,130692,957,75.6,100.0854,53.6,92.186,13
200207,1.25,11037.057,5.8,180,130615,956,75.4,99.83293,50.2,92.073,12
200208,1.25,11059.316,5.7,180.5,130608,1014,75.4,99.63454,50.3,92.199,13
200209,1.25,11081.575,5.7,180.8,130541,1044,75.5,99.48382,50.5,92.325,13
200210,1.25,11103.834,5.7,181.2,130654,1006,75.3,99.41309,49,92.451,11
200211,0.83,11145.9153333333,5.9,181.5,130660,1024,75.6,99.36098,48.5,92.3303333333,14
200212,0.75,11187.9966666667,6,181.8,130490,1048,75.3,99.21574,51.6,92.2096666667,12
200301,2.25,11230.078,5.8,182.6,130597,999,75.8,98.97692,51.3,92.089,14
200302,2.25,11276.9363333333,5.9,183.6,130451,936,76,98.76368,48.8,92.1823333333,13
200303,2.25,11323.7946666667,5.9,183.9,130243,999,75.9,98.64247,46.3,92.2756666667,13
200304,2.25,11370.653,6,183.2,130194,1012,75.3,98.63027,46.1,92.369,11
200305,2.25,11455.481,6.1,182.9,130205,1078,75.4,98.73351,49,92.196,14
200306,2,11540.309,6.3,183.1,130198,1193,75.5,98.75021,49,92.023,12
200307,2,11625.137,6.2,183.7,130217,1168,75.8,98.76962,51,91.85,15
200308,2,11689.0336666667,6.1,184.5,130171,1206,75.7,98.91804,53.2,91.997,13
200309,2,11752.9303333333,6.1,185.1,130281,1131,76.2,99.00139,52.4,92.144,12
200310,2,11816.827,6,184.9,130486,1144,76.3,99.06934,55.2,92.291,15
200311,2,11874.019,5.8,185,130489,1093,76.9,99.19486,58.4,92.1963333333,11
200312,2,11931.211,5.7,185.5,130610,1129,76.9,99.31502,60.1,92.1016666667,15
200401,2,11988.403,5.7,186.3,130777,1165,77.1,99.42509,60.8,92.007,15
200402,2,12052.7346666667,5.6,186.7,130835,1159,77.5,99.56805,59.9,92.3676666667,12
200403,2,12117.0663333333,5.8,187.1,131163,1276,77.2,99.57834,60.6,92.7283333333,11
200404,2,12181.398,5.6,187.4,131417,1186,77.5,99.59657,60.6,93.089,13
200405,2,12243.5133333333,5.6,188.2,131714,1241,78.2,99.65734,61.4,93.4873333333,13
200406,2.25,12305.6286666667,5.6,188.9,131796,1180,77.5,99.85371,60.5,93.8856666667,14
200407,2.25,12367.744,5.5,189.1,131841,1088,78.1,100.1211,59.9,94.284,14
200408,2.5,12432.5503333333,5.4,189.2,131957,1175,78.2,100.315,58.5,94.2883333333,12
200409,2.75,12497.3566666667,5.4,189.8,132114,1214,78.2,100.2906,57.4,94.2926666667,14
200410,2.75,12562.163,5.5,190.8,132462,1305,79,100.0743,56.3,94.297,15
200411,3,12646.0183333333,5.4,191.7,132525,1179,79.1,99.89745,56.2,94.2076666667,12
200412,3.25,12729.8736666667,5.4,191.7,132651,1242,79.6,99.80025,57.2,94.1183333333,13
200501,3.25,12813.729,5.3,191.6,132798,1203,79.9,99.89114,56.8,94.029,13
200502,3.5,12867.1803333333,5.4,192.4,133042,1319,80.4,100.0511,55.5,94.214,15
200503,3.75,12920.6316666667,5.2,193.1,133180,1328,80.2,100.1899,55.2,94.399,15
200504,3.75,12974.083,5.2,193.7,133538,1260,80.2,100.2321,52.2,94.584,13
200505,4,13051.2036666667,5.1,193.6,133710,1286,80.2,100.0701,50.8,94.7303333333,12
200506,4.25,13128.3243333333,5,193.7,133957,1274,80.4,99.91417,52.4,94.8766666667,14
200507,4.25,13205.445,5,194.9,134328,1389,80.1,99.85175,52.8,95.023,14
200508,4.5,13264.173,4.9,196.1,134524,1255,80.1,99.84821,52.4,95.207,11
200509,4.75,13322.901,5,198.8,134590,1244,78.5,99.95531,56.8,95.391,14
200510,4.75,13381.629,5,199.1,134676,1336,79.4,100.1321,57.2,95.575,14
200511,5,13470.7206666667,5,198.1,135013,1214,80.1,100.3204,56.7,96.048,15
200512,5.25,13559.8123333333,4.9,198.1,135168,1239,80.5,100.5514,55.1,96.521,13
200601,5.5,13648.904,4.7,199.3,135450,1174,80.5,100.7025,55,96.994,13
200602,5.5,13699.2006666667,4.8,199.4,135762,1061,80.4,100.8049,55.8,96.9843333333,14
200603,5.75,13749.4973333333,4.7,199.7,136059,1116,80.4,100.9021,54.3,96.9746666667,14
200604,5.75,13799.794,4.7,200.7,136227,1123,80.7,100.9839,55.2,96.965,13
200605,6,13836.0286666667,4.6,201.3,136258,1086,80.4,101.1632,53.7,97.1853333333,11
200606,6.25,13872.2633333333,4.6,201.8,136337,1074,80.6,101.3839,52,97.4056666667,13
200607,6.25,13908.498,4.7,202.9,136543,965,80.4,101.4885,53,97.626,14
200608,6.25,13961.122,4.7,203.8,136722,1035,80.6,101.5728,53.7,97.9706666667,11
200609,6.25,14013.746,4.5,202.8,136870,1016,80.3,101.6617,52.2,98.3153333333,14
200610,6.25,14066.37,4.4,201.9,136882,941,80.1,101.7262,51.4,98.66,13
200611,6.25,14121.9886666667,4.5,202,137090,1003,79.8,101.7033,50.3,99.456,14
200612,6.25,14177.6073333333,4.4,203.1,137263,998,80.5,101.7334,51.4,100.252,13
200701,6.25,14233.226,4.6,203.437,137497,891,79.9,101.7631,49.5,101.048,12
200702,6.25,14296.255,4.5,204.226,137582,828,80.6,101.7065,51.9,100.858,14
200703,6.25,14359.284,4.4,205.288,137796,833,80.5,101.6349,50.7,100.668,13
200704,6.25,14422.313,4.5,205.904,137855,887,81,101.5869,52.6,100.478,16
200705,6.25,14471.4336666667,4.4,206.755,138008,842,80.8,101.6304,52.5,100.2373333333,11
200706,6.25,14520.5543333333,4.6,207.234,138085,793,80.7,101.747,52.6,99.9966666667,13
200707,6.25,14569.675,4.7,207.603,138055,778,80.6,101.7421,52.4,99.756,13
200708,5.75,14608.2266666667,4.6,207.667,138027,699,80.7,101.5488,50.9,99.9516666667,13
200709,5.25,14646.7783333333,4.7,208.547,138123,686,80.9,101.2327,51,100.1473333333,14
200710,5,14685.33,4.7,209.19,138201,727,80.5,101.0482,51.1,100.343,12
200711,5,14679.7016666667,4.7,210.834,138307,641,80.9,100.9507,50.5,100.954,14
200712,4.75,14674.0733333333,5,211.445,138411,619,81,100.8547,49,101.565,13
200801,3.5,14668.445,5,212.174,138419,627,80.8,100.7031,50.3,102.176,15
200802,3.5,14716.6213333333,4.9,212.687,138338,593,80.6,100.5089,47.6,101.9,13
200803,2.5,14764.7976666667,5.1,213.448,138283,535,80.4,100.3517,48.3,101.624,13
200804,2.25,14812.974,5,213.942,138054,536,79.9,100.1877,48.8,101.348,14
200805,2.25,14822.977,5.4,215.208,137870,504,79.5,100.0527,48.8,101.5486666667,13
200806,2.25,14832.98,5.6,217.463,137716,487,79.4,99.92503,49.8,101.7493333333,12
200807,2.25,14842.983,5.8,219.016,137503,477,79,99.7964,50,101.95,15
200808,2.25,14745.305,6.1,218.69,137226,435,77.8,99.72638,49.2,102.4806666667,13
200809,2.25,14647.627,6.1,218.877,136783,433,74.4,99.5875,44.8,103.0113333333,12
200810,1.25,14549.949,6.5,216.995,136308,393,75,99.20833,38.9,103.542,15
200811,1.25,14494.5943333333,6.8,213.153,135549,389,74.1,98.7681,36.5,102.4383333333,14
200812,0.5,14439.2396666667,7.3,211.398,134842,377,71.8,98.39035,33.1,101.3346666667,12
200901,0.5,14383.885,7.8,211.933,134055,336,70,98.12637,34.9,100.231,14
200902,0.5,14369.3956666667,8.3,212.705,133351,372,69.5,97.94022,35.5,100.3876666667,12
200903,0.5,14354.9063333333,8.7,212.495,132549,339,68.4,97.93621,36,100.5443333333,12
200904,0.5,14340.417,9,212.709,131845,337,67.7,98.24353,39.5,100.701,14
200905,0.5,14354.993,9.4,213.022,131491,376,67,98.57272,41.7,100.418,13
200906,0.5,14369.569,9.5,214.79,131022,393,66.7,98.73048,45.8,100.135,11
200907,0.5,14384.145,9.5,214.726,130680,411,67.4,98.89325,49.9,99.852,14
200908,0.5,14444.9336666667,9.6,215.445,130484,418,68.2,99.15726,53.5,99.647,13
200909,0.5,14505.7223333333,9.8,215.861,130255,386,68.8,99.40311,54.4,99.442,15
200910,0.5,14566.511,10,216.509,130046,396,69.1,99.56155,56,99.237,14
200911,0.5,14604.695,9.9,217.234,130058,375,69.5,99.81522,54.4,98.856,16
200912,0.5,14642.879,9.9,217.347,129781,352,69.8,100.0748,55.3,98.475,11
201001,0.5,14681.063,9.8,217.488,129799,345,70.8,100.2279,57.2,98.094,14
201002,0.75,14750.242,9.8,217.281,129726,336,71.2,100.2354,55.8,98.3273333333,12
201003,0.75,14819.421,9.9,217.353,129919,381,71.8,100.1795,58.8,98.5606666667,12
201004,0.75,14888.6,9.9,217.403,130140,422,72.3,100.0739,58.1,98.794,14
201005,0.75,14944.9533333333,9.6,217.29,130662,280,73.5,100.0651,58.3,98.776,14
201006,0.75,15001.3066666667,9.4,217.199,130522,305,73.8,100.0909,56.4,98.758,11
201007,0.75,15057.66,9.4,217.605,130444,283,74.3,100.1998,56.4,98.74,14
201008,0.75,15115.176,9.5,217.923,130428,282,74.7,100.3146,58,98.7683333333,13
201009,0.75,15172.692,9.5,218.275,130365,317,75,100.4166,56.3,98.7966666667,14
201010,0.75,15230.208,9.4,219.035,130632,291,74.9,100.5033,57.7,98.825,15
201011,0.75,15232.929,9.8,219.59,130761,287,75,100.532,57.6,99.668,15
201012,0.75,15235.65,9.3,220.472,130834,326,75.7,100.553,57.5,100.511,14
201101,0.75,15238.371,9.1,221.187,130878,307,75.7,100.7441,59.3,101.354,14
201102,0.75,15312.556,9,221.898,131060,270,75.4,100.9241,59.9,101.1056666667,15
201103,0.75,15386.741,9,223.046,131314,300,76.1,100.9189,59.2,100.8573333333,11
201104,0.75,15460.926,9.1,224.093,131637,310,75.8,100.7833,59.4,100.609,13
201105,0.75,15502.9923333333,9,224.806,131718,305,75.9,100.6145,53.9,100.874,12
201106,0.75,15545.0586666667,9.1,224.806,131952,301,76.1,100.4317,56.2,101.139,14
201107,0.75,15587.125,9,225.395,132024,296,76.3,100.2082,52.9,101.404,14
201108,0.75,15653.1873333333,9,226.106,132136,299,76.7,99.76163,52.8,100.7286666667,12
201109,0.75,15719.2496666667,9,226.597,132369,304,76.5,99.1693,52.7,100.0533333333,14
201110,0.75,15785.312,8.8,226.75,132578,316,77,98.63947,51.4,99.378,14
201111,0.75,15848.1683333333,8.6,227.169,132723,328,76.8,98.26318,51.5,100.1456666667,15
201112,0.75,15911.0246666667,8.5,227.223,132924,341,77,98.06005,52.6,100.9133333333,13
201201,0.75,15973.881,8.3,227.842,133272,335,77.4,98.03482,53.1,101.681,12
201202,0.75,16023.2043333333,8.3,228.329,133505,366,77.5,98.10645,53.5,101.6953333333,14
201203,0.75,16072.5276666667,8.2,228.807,133769,354,76.9,98.18818,53.6,101.7096666667,13
201204,0.75,16121.851,8.2,229.187,133841,354,77.4,98.27113,54.3,101.724,16
201205,0.75,16157.2136666667,8.2,228.713,133958,370,77.4,98.21474,53.4,101.8553333333,15
201206,0.75,16192.5763333333,8.2,228.524,134026,360,77.3,98.26671,50.7,101.9866666667,13
201207,0.75,16227.939,8.2,228.59,134182,369,77.3,98.46163,50,102.118,16
201208,0.75,16251.0756666667,8.1,229.918,134355,375,76.9,98.60564,50.7,103.189,14
201209,0.75,16274.2123333333,7.8,231.015,134549,385,76.8,98.64779,51.8,104.26,14
201210,0.75,16297.349,7.8,231.638,134702,358,76.9,98.51775,50.5,105.331,15
201211,0.75,16356.7126666667,7.7,231.249,134832,392,77.1,98.16592,48.8,104.3796666667,14
201212,0.75,16416.0763333333,7.9,231.221,135075,399,77.2,97.94003,49.8,103.4283333333,13
201301,0.75,16475.44,8,231.612,135282,442,77,97.85918,52.9,102.477,15
201302,0.75,16497.4233333333,7.7,232.985,135547,439,77.3,97.794,54.6,102.9736666667,13
201303,0.75,16519.4066666667,7.5,232.299,135703,449,77.5,97.94946,52.5,103.4703333333,13
201304,0.75,16541.39,7.6,231.795,135882,451,77.3,98.21754,50.4,103.967,12
201305,0.75,16610.7096666667,7.5,231.916,136122,430,77.2,98.40544,50.2,103.893,13
201306,0.75,16680.0293333333,7.5,232.374,136280,463,77.2,98.44245,52.3,103.819,13
201307,0.75,16749.349,7.3,232.889,136391,376,76.7,98.49353,53.8,103.745,15
201308,0.75,16832.862,7.2,233.323,136651,380,77.3,98.73045,55.6,103.5833333333,13
201309,0.75,16916.375,7.2,233.632,136852,399,77.6,98.97926,55.4,103.4216666667,13
201310,0.75,16999.888,7.2,233.718,137062,444,77.4,99.34205,55.4,103.26,29
201311,0.75,17010.3666666667,6.9,234.121,137283,446,77.6,99.73801,56,104.1566666667,20
201312,0.75,17020.8453333333,6.7,234.723,137376,441,77.8,99.99739,55.9,105.0533333333,12
201401,0.75,17031.324,6.6,235.385,137550,447,77.3,100.1141,52.1,105.95,14
201402,0.75,17127.8563333333,6.7,235.672,137732,423,78,100.1506,54.8,105.533,13
201403,0.75,17224.3886666667,6.7,235.978,137993,410,78.6,100.2858,55.1,105.116,13
201404,0.75,17320.921,6.3,236.471,138304,401,78.7,100.4225,55.4,104.699,14
201405,0.75,17421.3663333333,6.3,236.832,138556,452,78.8,100.5997,55.8,104.5896666667,13
201406,0.75,17521.8116666667,6.1,237.029,138862,416,79,100.701,55.3,104.4803333333,12
201407,0.75,17622.257,6.2,237.424,139058,402,78.9,100.743,55.6,104.371,15
201408,0.75,17660.149,6.2,237.256,139284,449,78.7,100.7378,58.1,104.9493333333,13
201409,0.75,17698.041,5.9,237.486,139568,466,78.8,100.7513,55.8,105.5276666667,12
201410,0.75,17735.933,5.7,237.506,139823,474,78.7,100.7349,57.3,106.106,15
201411,0.75,17782.1936666667,5.8,237.118,140130,446,79.2,100.649,57.5,106.1543333333,14
201412,0.75,17828.4543333333,5.6,236.29,140381,492,78.8,100.5798,54.9,106.2026666667,11
201501,0.75,17874.715,5.7,234.913,140592,523,78.1,100.5695,53.9,106.251,14
201502,0.75,17947.5513333333,5.5,235.489,140859,549,77.9,100.6125,53.3,106.4506666667,12
201503,0.75,18020.3876666667,5.5,235.989,140937,481,77.5,100.7569,52.3,106.6503333333,12
201504,0.75,18093.224,5.4,236.201,141219,500,77.1,100.8422,51.6,106.85,14
201505,0.75,18138.0456666667,5.5,236.891,141545,504,76.8,100.9399,53.1,106.8133333333,13
201506,0.75,18182.8673333333,5.3,237.419,141736,476,76.5,101.0485,53.1,106.7766666667,11
201507,0.75,18227.689,5.2,237.876,141992,498,76.8,101.0782,51.9,106.74,14
201508,0.75,18247.5346666667,5.1,237.811,142156,513,76.8,101.0988,51,107.361,13
201509,0.75,18267.3803333333,5,237.467,142244,461,76.5,101.0356,50,107.982,15
201510,0.75,18287.226,5,237.792,142595,482,76.4,100.9412,49.4,108.603,14
201511,0.75,18299.8796666667,5,238.153,142859,508,76,100.9035,48.4,108.35,13
201512,1,18312.5333333333,5,237.846,143093,536,75.6,100.7835,48,108.097,11
201601,1,18325.187,4.9,238.106,143196,520,76.1,100.5734,48.2,107.844,15
201602,1,18396.1376666667,4.9,237.808,143453,525,75.9,100.3881,49.5,108.1736666667,12
201603,1,18467.0883333333,5,238.078,143688,533,75.4,100.2371,51.8,108.5033333333,15
201604,1,18538.039,5,238.908,143862,566,75.6,100.2738,50.8,108.833,13
201605,1,18601.736,4.7,239.362,143896,560,75.6,100.38,51.3,108.843,13
201606,1,18665.433,4.9,239.842,144181,559,75.8,100.5402,52.9,108.853,14
201607,1,18729.13,4.9,239.898,144506,627,75.9,100.6351,52.9,108.863,15
201608,1,18787.935,4.9,240.389,144681,567,75.8,100.7655,52.9,108.354,12
201609,1,18846.74,5,241.006,144945,570,75.6,100.9474,52.9,107.845,15
201610,1,18905.545,4.9,241.694,145085,577,75.7,101.1,52.9,107.336,14
201611,1,18956.265,4.6,242.199,145257,579,75.5,101.2751,52.9,107.7806666667,15
201612,1.25,19006.985,4.7,242.821,145437,548,76,101.4681,52.9,108.2253333333,14
201701,1.25,19057.705,4.8,244.158,145696,599,75.7,101.6527,52.9,108.67,13
201702,1.25,19121.8063333333,4.7,244.456,145896,615,75.8,101.7798,52.9,108.575,15
201703,1.5,19185.9076666667,4.5,243.752,145969,638,75.9,101.7938,52.9,108.48,15
201704,1.5,19250.009,4.4,244.158,146144,590,76.6,101.7343,52.9,108.385,14
